Time - V_S	Amplitude - V_S	Time - V_L	Amplitude - V_L
0,002626	-4,47001	0,002626	-2,98514
0,002628	-2,29811	0,002628	-0,147145
0,00263	0,727351	0,00263	2,74112
0,002632	3,47616	0,002632	4,59289
0,002634	4,88247	0,002634	4,70015
0,002636	4,42926	0,002636	3,02231
0,002638	2,27858	0,002638	0,19299
0,00264	-0,741092	0,00264	-2,70105
0,002642	-3,4918	0,002642	-4,57662
0,002644	-4,94092	0,002644	-4,72898
0,002646	-4,52122	0,002646	-3,08112
0,002648	-2,40504	0,002648	-0,269864
0,00265	0,608818	0,00265	2,63837
0,002652	3,38468	0,002652	4,55037
0,002654	4,85895	0,002654	4,73623
0,002656	4,48821	0,002656	3,11959
0,002658	2,38616	0,002658	0,314743
0,00266	-0,616118	0,00266	-2,60088
0,002662	-3,39968	0,002662	-4,53443
0,002664	-4,91773	0,002664	-4,75893
0,002666	-4,5763	0,002666	-3,17518
0,002668	-2,51327	0,002668	-0,394515
0,00267	0,482556	0,00267	2,53465
0,002672	3,29095	0,002672	4,50302
0,002674	4,84188	0,002674	4,76296
0,002676	4,53491	0,002676	3,21171
0,002678	2,49729	0,002678	0,438429
0,00268	-0,492755	0,00268	-2,4933
0,002682	-3,31142	0,002682	-4,48837
0,002684	-4,89486	0,002684	-4,78502
0,002686	-4,62945	0,002686	-3,26858
0,002688	-2,62761	0,002688	-0,512725
0,00269	0,358226	0,00269	2,42836
0,002692	3,19786	0,002692	4,45117
0,002694	4,81804	0,002694	4,79099
0,002696	4,5813	0,002696	3,3019
0,002698	2,6068	0,002698	0,559215
0,0027	-0,364882	0,0027	-2,39119
0,002702	-3,21383	0,002702	-4,43587
0,002704	-4,85459	0,002704	-4,80982
0,002706	-4,67905	0,002706	-3,35716
0,002708	-2,73423	0,002708	-0,638665
0,00271	0,236795	0,00271	2,32174
0,002712	3,10477	0,002712	4,40349
0,002714	4,78036	0,002714	4,81096
0,002716	4,62865	0,002716	3,39048
0,002718	2,71535	0,002718	0,679358
0,00272	-0,240231	0,00272	-2,27781
0,002722	-3,12074	0,002722	-4,38304
0,002724	-4,82689	0,002724	-4,83269
0,002726	-4,72157	0,002726	-3,44381
0,002728	-2,83504	0,002728	-0,757519
0,00273	0,104413	0,00273	2,21158
0,002732	3,00266	0,002732	4,34551
0,002734	4,74267	0,002734	4,83286
0,002736	4,66891	0,002736	3,47777
0,002738	2,81585	0,002738	0,803044
0,00274	-0,123309	0,00274	-2,17281
0,002742	-3,01574	0,002742	-4,32506
0,002744	-4,79178	0,002744	-4,84912
0,002746	-4,76183	0,002746	-3,53238
0,002748	-2,93489	0,002748	-0,881204
0,00275	-0,0137964	0,00275	2,10143
0,002752	2,89798	0,002752	4,29076
0,002754	4,70917	0,002754	4,84897
0,002756	4,71368	0,002756	3,56506
0,002758	2,91376	0,002758	0,923186
0,00276	0,00102009	0,00276	-2,06137
0,002762	-2,9175	0,002762	-4,26999
0,002764	-4,75378	0,002764	-4,86619
0,002766	-4,80531	0,002766	-3,61645
0,002768	-3,04054	0,002768	-0,999413
0,00277	-0,138126	0,00277	1,98966
0,002772	2,7991	0,002772	4,2302
0,002774	4,67213	0,002774	4,8625
0,002776	4,74621	0,002776	3,64945
0,002778	3,01974	0,002778	1,04494
0,00278	0,125994	0,00278	-1,94992
0,002782	-2,81668	0,002782	-4,2075
0,002784	-4,70901	0,002784	-4,87746
0,002786	-4,83591	0,002786	-3,69923
0,002788	-3,14168	0,002788	-1,12084
0,00279	-0,265032	0,00279	1,87853
0,002792	2,69635	0,002792	4,16997
0,002794	4,62349	0,002794	4,87409
0,002796	4,77907	0,002796	3,72643
0,002798	3,1125	0,002798	1,16573
0,0028	0,256121	0,0028	-1,83558
0,002802	-2,70846	0,002802	-4,14952
0,002804	-4,66971	0,002804	-4,88616
0,002806	-4,87199	0,002806	-3,77879
0,002808	-3,23799	0,002808	-1,23744
0,00281	-0,386785	0,00281	1,76451
0,002812	2,59102	0,002812	4,10104
0,002814	4,57518	0,002814	4,88408
0,002816	4,81289	0,002816	3,80696
0,002818	3,21525	0,002818	1,28168
0,00282	0,378196	0,00282	-1,72349
0,002822	-2,60571	0,002822	-4,07608
0,002824	-4,61914	0,002824	-4,89196
0,002826	-4,89743	0,002826	-3,85512
0,002828	-3,3359	0,002828	-1,35791
0,00283	-0,513369	0,00283	1,64984
0,002832	2,4815	0,002832	4,03694
0,002834	4,52944	0,002834	4,88665
0,002836	4,83769	0,002836	3,88394
0,002838	3,30383	0,002838	1,40247
0,00284	0,498661	0,00284	-1,60624
0,002842	-2,49652	0,002842	-4,00973
0,002844	-4,56696	0,002844	-4,89647
0,002846	-4,929	0,002846	-3,93049
0,002848	-3,42416	0,002848	-1,47354
0,00285	-0,641242	0,00285	1,53421
0,002852	2,36941	0,002852	3,96511
0,002854	4,47693	0,002854	4,8902
0,002856	4,86862	0,002856	3,95802
0,002858	3,39917	0,002858	1,51842
0,00286	0,628466	0,00286	-1,49125
0,002862	-2,38701	0,002862	-3,93758
0,002864	-4,51253	0,002864	-4,8955
0,002866	-4,94929	0,002866	-4,002
0,002868	-3,51177	0,002868	-1,59465
0,00287	-0,764927	0,00287	1,41922
0,002872	2,26248	0,002872	3,89199
0,002874	4,42894	0,002874	4,88569
0,002876	4,88859	0,002876	4,02953
0,002878	3,48614	0,002878	1,63567
0,00288	0,75183	0,00288	-1,37498
0,002882	-2,27331	0,002882	-3,86318
0,002884	-4,45777	0,002884	-4,89228
0,002886	-4,96829	0,002886	-4,07061
0,002888	-3,60196	0,002888	-1,70674
0,00289	-0,881848	0,00289	1,29908
0,002892	2,152	0,002892	3,81565
0,002894	4,36613	0,002894	4,88537
0,002896	4,90598	0,002896	4,0946
0,002898	3,57311	0,002898	1,74905
0,0029	0,871328	0,0029	-1,25709
0,002902	-2,16122	0,002902	-3,78555
0,002904	-4,39593	0,002904	-4,88906
0,002906	-4,98343	0,002906	-4,13825
0,002908	-3,69311	0,002908	-1,8214
0,00291	-1,00328	0,00291	1,18312
0,002912	2,0399	0,002912	3,73835
0,002914	4,30525	0,002914	4,87538
0,002916	4,92337	0,002916	4,16224
0,002918	3,66072	0,002918	1,86597
0,00292	0,993726	0,00292	-1,13888
0,002922	-2,05009	0,002922	-3,70696
0,002924	-4,33569	0,002924	-4,87617
0,002926	-4,99632	0,002926	-4,20524
0,002928	-3,77202	0,002928	-1,93575
0,00293	-1,12825	0,00293	1,06491
0,002932	1,93007	0,002932	3,65621
0,002934	4,24759	0,002934	4,86443
0,002936	4,92982	0,002936	4,2244
0,002938	3,74286	0,002938	1,97742
0,00294	1,11999	0,00294	-1,02099
0,002942	-1,93253	0,002942	-3,62579
0,002944	-4,27482	0,002944	-4,86168
0,002946	-5,0063	0,002946	-4,26483
0,002948	-3,84997	0,002948	-2,04687
0,00295	-1,25419	0,00295	0,944445
0,002952	1,81057	0,002952	3,57407
0,002954	4,17254	0,002954	4,85122
0,002956	4,94592	0,002956	4,28303
0,002958	3,81759	0,002958	2,08951
0,00296	1,24045	0,00296	-0,901174
0,002962	-1,82076	0,002962	-3,54108
0,002964	-4,20975	0,002964	-4,85008
0,002966	-5,01532	0,002966	-4,32378
0,002968	-3,935	0,002968	-2,15799
0,00297	-1,37498	0,00297	0,822692
0,002972	1,69236	0,002972	3,49129
0,002974	4,10522	0,002974	4,83157
0,002976	4,94882	0,002976	4,3439
0,002978	3,90455	0,002978	2,20192
0,00298	1,35931	0,00298	-0,782642
0,002982	-1,70094	0,002982	-3,45508
0,002984	-4,13245	0,002984	-4,82818
0,002986	-5,02305	0,002986	-4,38047
0,002988	-4,01166	0,002988	-2,26654
0,00299	-1,49319	0,00299	0,701905
0,002992	1,57544	0,002992	3,40078
0,002994	4,0334	0,002994	4,81321
0,002996	4,95784	0,002996	4,3977
0,002998	3,97735	0,002998	2,30789
0,003	1,4801	0,003	-0,656058
0,003002	-1,58015	0,003002	-3,37037
0,003004	-4,06513	0,003004	-4,80982
0,003006	-5,0179	0,003006	-4,43458
0,003008	-4,09187	0,003008	-2,3738
0,00301	-1,61043	0,00301	0,57983
0,003012	1,45497	0,003012	3,31156
0,003014	3,96285	0,003014	4,79195
0,003016	4,95623	0,003016	4,44956
0,003018	4,05047	0,003018	2,41644
0,00302	1,59766	0,00302	-0,535272
0,003022	-1,46194	0,003022	-3,27921
0,003024	-3,99105	0,003024	-4,78728
0,003026	-5,01725	0,003026	-4,48579
0,003028	-4,15983	0,003028	-2,48009
0,00303	-1,72832	0,00303	0,457432
0,003032	1,33354	0,003032	3,22008
0,003034	3,89457	0,003034	4,76747
0,003036	4,94785	0,003036	4,49819
0,003038	4,12777	0,003038	2,52338
0,00304	1,71394	0,00304	-0,412553
0,003042	-1,34212	0,003042	-3,18774
0,003044	-3,90891	0,003044	-4,75732
0,003046	-5,0179	0,003046	-4,53314
0,003048	-4,22586	0,003048	-2,58671
0,00305	-1,84331	0,00305	0,335357
0,003052	1,20985	0,003052	3,12828
0,003054	3,8105	0,003054	4,73816
0,003056	4,94463	0,003056	4,54522
0,003058	4,18736	0,003058	2,62548
0,00306	1,82764	0,00306	-0,292733
0,003062	-1,22198	0,003062	-3,09111
0,003064	-3,83515	0,003064	-4,72833
0,003066	-5,00856	0,003066	-4,57823
0,003068	-4,29414	0,003068	-2,68945
0,00307	-1,95926	0,00307	0,213282
0,003072	1,09261	0,003072	3,03391
0,003074	3,72353	0,003074	4,70499
0,003076	4,93046	0,003076	4,5916
0,003078	4,25243	0,003078	2,72952
0,00308	1,95004	0,00308	-0,167115
0,003082	-1,1012	0,003082	-2,9977
0,003084	-3,74787	0,003084	-4,6958
0,003086	-4,99632	0,003086	-4,62526
0,003088	-4,35438	0,003088	-2,79091
0,00309	-2,07683	0,00309	0,0915295
0,003092	0,972789	0,003092	2,93567
0,003094	3,64365	0,003094	4,66955
0,003096	4,91983	0,003096	4,63026
0,003098	4,31781	0,003098	2,82744
0,0031	2,05762	0,0031	-0,0482608
0,003102	-0,976544	0,003102	-2,89817
0,003104	-3,66444	0,003104	-4,65747
0,003106	-4,98053	0,003106	-4,66101
0,003108	-4,41686	0,003108	-2,89302
0,00311	-2,19085	0,00311	-0,0308675
0,003112	0,841373	0,003112	2,83485
0,003114	3,55829	0,003114	4,63444
0,003116	4,90147	0,003116	4,66891
0,003118	4,3774	0,003118	2,93051
0,00312	2,17197	0,00312	0,0780014
0,003122	-0,861878	0,003122	-2,79768
0,003124	-3,5807	0,003124	-4,61753
0,003126	-4,96153	0,003126	-4,69451
0,003128	-4,47387	0,003128	-2,98965
0,00313	-2,30713	0,00313	-0,152942
0,003132	0,725096	0,003132	2,73564
0,003134	3,47004	0,003134	4,59193
0,003136	4,88601	0,003136	4,7066
0,003138	4,43506	0,003138	3,02521
0,00314	2,28567	0,00314	0,198788
0,003142	-0,729818	0,003142	-2,69686
0,003144	-3,486	0,003144	-4,57695
0,003146	-4,93995	0,003146	-4,73059
0,003148	-4,53282	0,003148	-3,08692
0,00315	-2,41632	0,00315	-0,277916
0,003152	0,598833	0,003152	2,63193
0,003154	3,3821	0,003154	4,54812
0,003156	4,8596	0,003156	4,73623
0,003158	4,48499	0,003158	3,12281
0,00316	2,40033	0,00316	0,323118
0,003162	-0,606133	0,003162	-2,59154
0,003164	-3,4	0,003164	-4,53217
0,003166	-4,91611	0,003166	-4,76119
0,003168	-4,59402	0,003168	-3,18097
0,00317	-2,52325	0,00317	-0,400313
0,003172	0,480623	0,003172	2,52853
0,003174	3,28901	0,003174	4,49852
0,003176	4,83866	0,003176	4,76393
0,003178	4,53974	0,003178	3,21429
0,00318	2,50276	0,00318	0,444226
0,003182	-0,489534	0,003182	-2,48557
0,003184	-3,30756	0,003184	-4,48386
0,003186	-4,8955	0,003186	-4,78534
0,003188	-4,63235	0,003188	-3,27277
0,00319	-2,62858	0,00319	-0,521744
0,003192	0,355005	0,003192	2,42192
0,003194	3,19109	0,003194	4,44988
0,003196	4,81225	0,003196	4,78938
0,003198	4,59321	0,003198	3,30802
0,0032	2,61067	0,0032	0,566624
0,003202	-0,361017	0,003202	-2,37895
0,003204	-3,21093	0,003204	-4,43329
0,003206	-4,86265	0,003206	-4,81047
0,003208	-4,67969	0,003208	-3,36296
0,00321	-2,73584	0,00321	-0,643174
0,003212	0,229709	0,003212	2,31272
0,003214	3,09253	0,003214	4,40124
0,003216	4,77714	0,003216	4,81547
0,003218	4,63316	0,003218	3,39724
0,00322	2,71535	0,00322	0,688699
0,003222	-0,239909	0,003222	-2,27427
0,003224	-3,1114	0,003224	-4,3824
0,003226	-4,82335	0,003226	-4,83108
0,003228	-4,7264	0,003228	-3,45186
0,00323	-2,84374	0,00323	-0,764283
0,003232	0,102481	0,003232	2,20514
0,003234	2,99944	0,003234	4,34648
0,003236	4,74235	0,003236	4,83415
0,003238	4,67149	0,003238	3,48453
0,00324	2,821	0,00324	0,810774
0,003242	-0,115579	0,003242	-2,16379
0,003244	-3,00994	0,003244	-4,32635
0,003246	-4,79114	0,003246	-4,85137
0,003248	-4,7628	0,003248	-3,53657
0,00325	-2,94456	0,00325	-0,887324
0,003252	-0,0221709	0,003252	2,09434
0,003254	2,89186	0,003254	4,28689
0,003256	4,70273	0,003256	4,8509
0,003258	4,71755	0,003258	3,56892
0,00326	2,92149	0,00326	0,930595
0,003262	0,00907253	0,003262	-2,05203
0,003264	-2,91524	0,003264	-4,26419
0,003266	-4,75184	0,003266	-4,86812
0,003268	-4,79952	0,003268	-3,62064
0,00327	-3,03764	0,00327	-1,0036
0,003272	-0,1465	0,003272	1,98386
0,003274	2,79684	0,003274	4,22795
0,003276	4,65892	0,003276	4,86443
0,003278	4,7446	0,003278	3,65363
0,00328	3,02425	0,00328	1,05074
0,003282	0,130825	0,003282	-1,94348
0,003284	-2,80734	0,003284	-4,20428
0,003286	-4,71029	0,003286	-4,87714
0,003288	-4,83559	0,003288	-3,70374
0,00329	-3,14522	0,00329	-1,12471
0,003292	-0,271152	0,003292	1,87273
0,003294	2,69023	0,003294	4,16288
0,003296	4,61834	0,003296	4,87506
0,003298	4,78487	0,003298	3,73126
0,0033	3,12345	0,0033	1,17024
0,003302	0,257088	0,003302	-1,82913
0,003304	-2,70202	0,003304	-4,1405
0,003306	-4,66617	0,003306	-4,88938
0,003308	-4,86877	0,003308	-3,78169
0,00331	-3,23766	0,00331	-1,24292
0,003312	-0,392583	0,003312	1,75839
0,003314	2,58651	0,003314	4,09814
0,003316	4,57163	0,003316	4,88311
0,003318	4,81418	0,003318	3,81275
0,00332	3,21429	0,00332	1,28877
0,003322	0,384316	0,003322	-1,71801
0,003324	-2,59927	0,003324	-4,07093
0,003326	-4,6185	0,003326	-4,89421
0,003328	-4,89582	0,003328	-3,85738
0,00333	-3,33268	0,00333	-1,3637
0,003332	-0,517556	0,003332	1,64469
0,003334	2,47667	0,003334	4,02985
0,003336	4,52557	0,003336	4,88826
0,003338	4,84381	0,003338	3,88362
0,00334	3,31156	0,00334	1,40794
0,003342	0,505425	0,003342	-1,5998
0,003344	-2,48975	0,003344	-4,002
0,003346	-4,56954	0,003346	-4,89679
0,003348	-4,92449	0,003348	-3,93339
0,00335	-3,42867	0,00335	-1,48095
0,003352	-0,642208	0,003352	1,53066
0,003354	2,36619	0,003354	3,95834
0,003356	4,47339	0,003356	4,89213
0,003358	4,86765	0,003358	3,9577
0,00336	3,40368	0,00336	1,5239
0,003362	0,629111	0,003362	-1,48739
0,003364	-2,38153	0,003364	-3,93275
0,003366	-4,51575	0,003366	-4,89486
0,003368	-4,95316	0,003368	-4,00458
0,00337	-3,51724	0,00337	-1,59594
0,003372	-0,764283	0,003372	1,41149
0,003374	2,25636	0,003374	3,88877
0,003376	4,42024	0,003376	4,88826
0,003378	4,88826	0,003378	4,03114
0,00338	3,4855	0,00338	1,64243
0,003382	0,755373	0,003382	-1,3695
0,003384	-2,27073	0,003384	-3,85931
0,003386	-4,45358	0,003386	-4,89196
0,003388	-4,96121	0,003388	-4,07254
0,00339	-3,60292	0,00339	-1,71092
0,003392	-0,886035	0,003392	1,29682
0,003394	2,1462	0,003394	3,81082
0,003396	4,3613	0,003396	4,88375
0,003398	4,90598	0,003398	4,09846
0,0034	3,57569	0,0034	1,75581
0,003402	0,880991	0,003402	-1,25065
0,003404	-2,15961	0,003404	-3,78297
0,003406	-4,39496	0,003406	-4,88584
0,003408	-4,98215	0,003408	-4,14405
0,00341	-3,68924	0,00341	-1,82559
0,003412	-1,01101	0,003412	1,17732
0,003414	2,03153	0,003414	3,73416
0,003416	4,30106	0,003416	4,87602
0,003418	4,92209	0,003418	4,16385
0,00342	3,66201	0,00342	1,86984
0,003422	0,996625	0,003422	-1,13083
0,003424	-2,04623	0,003424	-3,70374
0,003426	-4,33151	0,003426	-4,8765
0,003428	-4,99986	0,003428	-4,20814
0,00343	-3,77524	0,00343	-1,93897
0,003432	-1,13115	0,003432	1,06072
0,003434	1,91944	0,003434	3,6546
0,003436	4,24019	0,003436	4,86668
0,003438	4,93497	0,003438	4,22698
0,00344	3,74672	0,00344	1,98128
0,003442	1,11934	0,003442	-1,01552
0,003444	-1,9277	0,003444	-3,61999
0,003446	-4,26741	0,003446	-4,86393
0,003448	-5,00791	0,003448	-4,26515
0,00345	-3,85287	0,00345	-2,05267
0,003452	-1,25612	0,003452	0,938325
0,003454	1,80767	0,003454	3,56924
0,003456	4,16836	0,003456	4,84929
0,003458	4,94173	0,003458	4,28689
0,00346	3,82983	0,00346	2,09273
0,003462	1,24335	0,003462	-0,894732
0,003464	-1,81045	0,003464	-3,53528
0,003466	-4,19848	0,003466	-4,84847
0,003468	-5,0237	0,003468	-4,32829
0,00347	-3,92985	0,00347	-2,16122
0,003472	-1,37337	0,003472	0,818504
0,003474	1,68946	0,003474	3,48324
0,003476	4,10072	0,003476	4,83254
0,003478	4,95591	0,003478	4,34745
0,00348	3,90326	0,00348	2,20289
0,003482	1,36639	0,003482	-0,775556
0,003484	-1,6974	0,003484	-3,45315
0,003486	-4,13535	0,003486	-4,82818
0,003488	-5,01919	0,003488	-4,38336
0,00349	-4,01037	0,00349	-2,27298
0,003492	-1,49866	0,003492	0,695141
0,003494	1,5706	0,003494	3,39917
0,003496	4,03694	0,003496	4,81418
0,003498	4,95043	0,003498	4,39866
0,0035	3,9767	0,0035	2,3124
0,003502	1,48138	0,003502	-0,653481
0,003504	-1,57854	0,003504	-3,36682
0,003506	-4,06127	0,003506	-4,81014
0,003508	-5,02273	0,003508	-4,43522
0,00351	-4,09251	0,00351	-2,37702
0,003512	-1,61591	0,003512	0,574998
0,003514	1,45239	0,003514	3,30963
0,003516	3,95834	0,003516	4,79099
0,003518	4,9572	0,003518	4,456
0,00352	4,04918	0,00352	2,41837
0,003522	1,60024	0,003522	-0,530118
0,003524	-1,46259	0,003524	-3,27535
0,003526	-3,98654	0,003526	-4,7847
0,003528	-5,01983	0,003528	-4,48611
0,00353	-4,16466	0,00353	-2,48621
0,003532	-1,73122	0,003532	0,451957
0,003534	1,33193	0,003534	3,21783
0,003536	3,87621	0,003536	4,76425
0,003538	4,95043	0,003538	4,50206
0,00354	4,12358	0,00354	2,52692
0,003542	1,71909	0,003542	-0,408365
0,003544	-1,34148	0,003544	-3,18355
0,003546	-3,90408	0,003546	-4,75764
0,003548	-5,01017	0,003548	-4,53507
0,00355	-4,22844	0,00355	-2,5851
0,003552	-1,85329	0,003552	0,332136
0,003554	1,2134	0,003554	3,12377
0,003556	3,80792	0,003556	4,73591
0,003558	4,94141	0,003558	4,54941
0,00356	4,18704	0,00356	2,62935
0,003562	1,83924	0,003562	-0,287901
0,003564	-1,22166	0,003564	-3,08821
0,003566	-3,83097	0,003566	-4,72737
0,003568	-5,00147	0,003568	-4,57759
0,00357	-4,29221	0,00357	-2,69042
0,003572	-1,96925	0,003572	0,206518
0,003574	1,08649	0,003574	3,03004
0,003576	3,7274	0,003576	4,70337
0,003578	4,9311	0,003578	4,59193
0,00358	4,25661	0,00358	2,73017
0,003582	1,95229	0,003582	-0,163894
0,003584	-1,09508	0,003584	-2,99029
0,003586	-3,74368	0,003586	-4,69516
0,003588	-4,99664	0,003588	-4,62172
0,00359	-4,36114	0,00359	-2,79317
0,003592	-2,08295	0,003592	0,0860538
0,003594	0,960228	0,003594	2,93019
0,003596	3,64011	0,003596	4,66923
0,003598	4,92595	0,003598	4,63477
0,0036	4,31717	0,0036	2,83388
0,003602	2,0631	0,003602	-0,0418189
0,003604	-0,974934	0,003604	-2,89366
0,003606	-3,66025	0,003606	-4,65747
0,003608	-4,98215	0,003608	-4,65876
0,00361	-4,41847	0,00361	-2,89399
0,003612	-2,19858	0,003612	-0,0366653
0,003614	0,83783	0,003614	2,83131
0,003616	3,55217	0,003616	4,63187
0,003618	4,90534	0,003618	4,66923
0,00362	4,37805	0,00362	2,93406
0,003622	2,17486	0,003622	0,079934
0,003624	-0,850283	0,003624	-2,7951
0,003626	-3,57425	0,003626	-4,61592
0,003628	-4,96346	0,003628	-4,69773
0,00363	-4,46969	0,00363	-2,99223
0,003632	-2,30648	0,003632	-0,15874
0,003634	0,717688	0,003634	2,73113
0,003636	3,46617	0,003636	4,58838
0,003638	4,88665	0,003638	4,70563
0,00364	4,43635	0,00364	3,0323
0,003642	2,29082	0,003642	0,203619
0,003644	-0,727886	0,003644	-2,69139
0,003646	-3,48697	0,003646	-4,57566
0,003648	-4,94382	0,003648	-4,73155
0,00365	-4,53282	0,00365	-3,09143
0,003652	-2,42115	0,003652	-0,282426
0,003654	0,597545	0,003654	2,62967
0,003656	3,37405	0,003656	4,5449
0,003658	4,86217	0,003658	4,73816
0,00366	4,48917	0,00366	3,12571
0,003662	2,40066	0,003662	0,326017
0,003664	-0,605489	0,003664	-2,58735
0,003666	-3,39388	0,003666	-4,52831
0,003668	-4,91708	0,003668	-4,76666
0,00367	-4,58854	0,00367	-3,18355
0,003672	-2,52486	0,003672	-0,400635
0,003674	0,468062	0,003674	2,52467
0,003676	3,2845	0,003676	4,49852
0,003678	4,83479	0,003678	4,76651
0,00368	4,54458	0,00368	3,21815
0,003682	2,51629	0,003682	0,446481
0,003684	-0,483092	0,003684	-2,48396
0,003686	-3,29725	0,003686	-4,48225
0,003688	-4,89292	0,003688	-4,78856
0,00369	-4,63299	0,00369	-3,27535
0,003692	-2,63309	0,003692	-0,525931
0,003694	0,34953	0,003694	2,41773
0,003696	3,19206	0,003696	4,44859
0,003698	4,80742	0,003698	4,79228
0,0037	4,58967	0,0037	3,31253
0,003702	2,61582	0,003702	0,568878
0,003704	-0,360051	0,003704	-2,37605
0,003706	-3,20642	0,003706	-4,432
0,003708	-4,8591	0,003708	-4,81175
0,00371	-4,68163	0,00371	-3,36586
0,003712	-2,74002	0,003712	-0,646073
0,003714	0,224878	0,003714	2,30918
0,003716	3,08931	0,003716	4,39673
0,003718	4,77778	0,003718	4,81354
0,00372	4,63316	0,00372	3,39982
0,003722	2,72115	0,003722	0,693208
0,003724	-0,234111	0,003724	-2,26944
0,003726	-3,11108	0,003726	-4,37885
0,003728	-4,82303	0,003728	-4,83301
0,00373	-4,72737	0,00373	-3,45701
0,003732	-2,84632	0,003732	-0,769758
0,003734	0,0947504	0,003734	2,20321
0,003736	2,9959	0,003736	4,34262
0,003738	4,74074	0,003738	4,83512
0,00374	4,68179	0,00374	3,48582
0,003742	2,82261	0,003742	0,815283
0,003744	-0,11268	0,003744	-2,16057
0,003746	-3,0122	0,003746	-4,32249
0,003748	-4,79243	0,003748	-4,85363
0,00375	-4,76505	0,00375	-3,54269
0,003752	-2,95357	0,003752	-0,889578
0,003754	-0,0286129	0,003754	2,09176
0,003756	2,89412	0,003756	4,28496
0,003758	4,70209	0,003758	4,84961
0,00376	4,71626	0,00376	3,57279
0,003762	2,92375	0,003762	0,93607
0,003764	0,0190575	0,003764	-2,05203
0,003766	-2,91009	0,003766	-4,26387
0,003768	-4,75249	0,003768	-4,86748
0,00377	-4,80499	0,00377	-3,62289
0,003772	-3,04988	0,003772	-1,01198
0,003774	-0,148755	0,003774	1,98354
0,003776	2,78911	0,003776	4,22505
0,003778	4,6615	0,003778	4,86282
0,00378	4,75717	0,00378	3,65299
0,003782	3,02521	0,003782	1,05686
0,003784	0,139522	0,003784	-1,93961
0,003786	-2,80348	0,003786	-4,20202
0,003788	-4,70675	0,003788	-4,87779
0,00379	-4,83913	0,00379	-3,7047
0,003792	-3,1449	0,003792	-1,12825
0,003794	-0,275339	0,003794	1,86726
0,003796	2,68926	0,003796	4,15966
0,003798	4,62092	0,003798	4,87474
0,0038	4,78906	0,0038	3,73577
0,003802	3,1241	0,003802	1,17475
0,003804	0,264818	0,003804	-1,82624
0,003806	-2,70234	0,003806	-4,13632
0,003808	-4,66262	0,003808	-4,88874
0,00381	-4,87231	0,00381	-3,78877
0,003812	-3,24314	0,003812	-1,25129
0,003814	-0,400957	0,003814	1,75646
0,003816	2,5791	0,003816	4,09298
0,003818	4,57582	0,003818	4,88279
0,00382	4,82642	0,00382	3,81179
0,003822	3,21718	0,003822	1,29424
0,003824	0,384316	0,003824	-1,71189
0,003826	-2,59669	0,003826	-4,069
0,003828	-4,61173	0,003828	-4,89196
0,00383	-4,89196	0,00383	-3,86028
0,003832	-3,33945	0,003832	-1,36757
0,003834	-0,524643	0,003834	1,64018
0,003836	2,47538	0,003836	4,02663
0,003838	4,52622	0,003838	4,8902
0,00384	4,84639	0,00384	3,88813
0,003842	3,31124	0,003842	1,41406
0,003844	0,512833	0,003844	-1,59497
0,003846	-2,48363	0,003846	-4,00039
0,003848	-4,56471	0,003848	-4,89872
0,00385	-4,92481	0,00385	-3,93404
0,003852	-3,42706	0,003852	-1,48578
0,003854	-0,646717	0,003854	1,52487
0,003856	2,36555	0,003856	3,95706
0,003858	4,475	0,003858	4,8873
0,00386	4,86507	0,00386	3,96189
0,003862	3,40497	0,003862	1,5297
0,003864	0,639096	0,003864	-1,48127
0,003866	-2,37992	0,003866	-3,92953
0,003868	-4,50834	0,003868	-4,89614
0,00387	-4,95155	0,00387	-4,00748
0,003872	-3,52304	0,003872	-1,60077
0,003874	-0,772013	0,003874	1,40666
0,003876	2,25152	0,003876	3,88362
0,003878	4,41702	0,003878	4,88698
0,00388	4,88214	0,00388	4,03146
0,003882	3,49677	0,003882	1,64533
0,003884	0,759882	0,003884	-1,36209
0,003886	-2,26171	0,003886	-3,85384
0,003888	-4,45712	0,003888	-4,89002
0,00389	-4,97441	0,00389	-4,07673
0,003892	-3,60775	0,003892	-1,71543
0,003894	-0,89602	0,003894	1,2907
0,003896	2,14265	0,003896	3,80921
0,003898	4,35937	0,003898	4,88086
0,0039	4,91017	0,0039	4,10233
0,003902	3,57923	0,003902	1,76161
0,003904	0,884534	0,003904	-1,24678
0,003906	-2,15381	0,003906	-3,78072
0,003908	-4,38884	0,003908	-4,88906
0,00391	-4,9844	0,00391	-4,14727
0,003912	-3,69794	0,003912	-1,83268
0,003914	-1,02293	0,003914	1,17152
0,003916	2,02766	0,003916	3,73062
0,003918	4,29623	0,003918	4,87667
0,00392	4,92402	0,00392	4,16675
0,003922	3,6691	0,003922	1,87209
0,003924	1,01176	0,003924	-1,12922
0,003926	-2,0414	0,003926	-3,69955
0,003928	-4,33537	0,003928	-4,87682
0,00393	-4,99954	0,00393	-4,2075
0,003932	-3,77911	0,003932	-1,94509
0,003934	-1,14114	0,003934	1,05589
0,003936	1,91074	0,003936	3,64945
0,003938	4,23954	0,003938	4,86475
0,00394	4,94657	0,00394	4,22666
0,003942	3,74221	0,003942	1,98837
0,003944	1,12804	0,003944	-1,0094
0,003946	-1,92286	0,003946	-3,61935
0,003948	-4,27224	0,003948	-4,86297
0,00395	-5,00759	0,00395	-4,26838
0,003952	-3,85867	0,003952	-2,05686
